,location,total_sqft,bath,price,BHK
619,Balagere,1007.0,2.0,62.0,2
620,Balagere,1007.0,2.0,67.0,2
621,Balagere,1007.0,2.0,66.0,2
624,Balagere,645.0,1.0,34.18,1
627,Balagere,790.5,1.0,42.295,1
628,Balagere,1012.0,2.0,65.0,2
629,Balagere,656.0,1.0,38.77,1
630,Balagere,645.0,1.0,39.0,1
631,Balagere,645.0,1.0,41.0,1
632,Balagere,1210.0,2.0,82.0,2
633,Balagere,656.0,1.0,34.77,1
634,Balagere,1205.0,2.0,73.87,2
635,Balagere,1012.0,2.0,70.0,2
636,Balagere,1007.0,2.0,68.0,2
638,Balagere,1205.0,2.0,79.0,2
639,Balagere,1012.0,2.0,68.0,2
641,Banashankari,1077.0,2.0,37.64,2
642,Banashankari,1470.0,2.0,88.64,3
643,Banashankari,1300.0,2.0,75.0,3
644,Banashankari,1800.0,3.0,115.0,3
645,Banashankari,1125.0,2.0,63.0,2
647,Banashankari,1310.0,2.0,80.0,2
648,Banashankari,2600.0,4.0,135.0,3
649,Banashankari,1900.0,2.0,170.0,3
650,Banashankari,1260.0,2.0,75.0,2
651,Banashankari,1170.0,2.0,46.79,2
653,Banashankari,1350.0,2.0,83.0,3
655,Banashankari,1330.0,2.0,78.0,2
656,Banashankari,1400.0,2.0,78.0,3
657,Banashankari,1700.0,3.0,125.0,3
658,Banashankari,1020.0,2.0,40.79,2
659,Banashankari,1600.0,2.0,63.98,2
660,Banashankari,1041.0,2.0,36.44,2
661,Banashankari,2400.0,1.0,200.0,1
662,Banashankari,1390.0,2.0,86.0,2
663,Banashankari,1460.0,2.0,70.0,2
664,Banashankari,1200.0,2.0,60.0,2
665,Banashankari,1290.0,2.0,80.0,2
666,Banashankari,2582.0,5.0,250.0,3
667,Banashankari,1186.0,2.0,65.0,2
668,Banashankari,1650.0,3.0,101.0,3
670,Banashankari,1181.0,2.0,75.0,2
671,Banashankari,1105.0,2.0,90.0,2
672,Banashankari,720.0,1.0,60.0,1
673,Banashankari,1040.0,2.0,45.0,2
674,Banashankari,1330.0,2.0,77.0,2
675,Banashankari,1200.0,2.0,49.0,2
676,Banashankari,1185.0,2.0,67.0,2
677,Banashankari,1000.0,2.0,50.0,2
678,Banashankari,1650.0,3.0,90.75,3
679,Banashankari,1650.0,3.0,101.0,3
680,Banashankari,1310.0,2.0,80.43,2
681,Banashankari,600.0,1.0,27.0,2
682,Banashankari,1430.0,2.0,87.8,2
683,Banashankari,1020.0,2.0,42.83,2
685,Banashankari,1540.0,3.0,80.0,3
686,Banashankari,1195.0,2.0,35.84,2
687,Banashankari,1683.0,3.0,115.0,3
688,Banashankari,1800.0,3.0,125.0,3
689,Banashankari,1175.0,2.0,41.13,2
690,Banashankari,1750.0,2.0,89.0,3
691,Banashankari,1800.0,3.0,175.0,3
692,Banashankari,1450.0,2.0,50.75,2
693,Banashankari,1770.0,3.0,108.0,3
694,Banashankari,1800.0,3.0,125.0,3
697,Banashankari,1200.0,3.0,74.52,3
698,Banashankari,1100.0,2.0,63.0,2
699,Banashankari,1020.0,2.0,40.79,2
700,Banashankari,1260.0,2.0,75.0,2
702,Banashankari,1426.0,3.0,85.0,3
703,Banashankari Stage II,1700.0,2.0,150.0,2
704,Banashankari Stage II,1200.0,2.0,150.0,4
705,Banashankari Stage II,1500.0,2.0,120.0,3
706,Banashankari Stage II,2400.0,3.0,510.0,5
707,Banashankari Stage II,500.0,2.0,55.0,2
708,Banashankari Stage II,1050.0,3.0,125.0,4
709,Banashankari Stage II,1240.0,2.0,59.52,3
710,Banashankari Stage II,1250.0,2.0,110.0,2
711,Banashankari Stage II,1260.0,2.0,95.0,3
712,Banashankari Stage II,2400.0,2.0,300.0,3
713,Banashankari Stage II,1400.0,2.0,100.0,2
714,Banashankari Stage II,2800.0,3.0,425.0,5
715,Banashankari Stage II,3000.0,3.0,450.0,3
716,Banashankari Stage II,1200.0,2.0,198.0,3
717,Banashankari Stage II,1245.0,2.0,125.0,2
718,Banashankari Stage III,1305.0,2.0,58.7,3
719,Banashankari Stage III,1145.0,2.0,58.4,2
720,Banashankari Stage III,1650.0,3.0,118.0,3
721,Banashankari Stage III,2400.0,4.0,240.0,4
722,Banashankari Stage III,1350.0,2.0,68.0,3
724,Banashankari Stage III,1305.0,2.0,59.0,3
725,Banashankari Stage III,1305.0,2.0,60.0,3
726,Banashankari Stage III,1200.0,2.0,42.0,2
727,Banashankari Stage III,1305.0,2.0,59.0,3
728,Banashankari Stage III,1480.0,3.0,75.48,3
729,Banashankari Stage III,1305.0,2.0,59.0,3
730,Banashankari Stage III,1304.0,2.0,111.0,2
731,Banashankari Stage III,3000.0,6.0,150.0,6
732,Banashankari Stage III,1085.0,2.0,50.0,2
733,Banashankari Stage III,1500.0,2.0,100.0,3
734,Banashankari Stage III,1350.0,1.0,145.0,1
735,Banashankari Stage III,2100.0,3.0,147.0,4
736,Banashankari Stage III,1420.0,2.0,95.0,3
737,Banashankari Stage VI,1177.5,2.0,59.935,2
738,Banashankari Stage VI,4800.0,4.0,190.0,4
739,Banashankari Stage VI,2800.0,4.0,89.0,4
740,Banashankari Stage VI,2200.0,4.0,195.0,4
741,Banashankari Stage VI,1160.0,2.0,59.0,2
742,Banashankari Stage VI,1180.0,2.0,59.47,2
743,Banashankari Stage VI,1423.0,2.0,71.73,3
744,Banashankari Stage VI,1392.0,3.0,69.46,3
745,Banashankari Stage VI,1410.5,2.0,70.385,3
746,Banashankari Stage VI,4800.0,3.0,200.0,4
747,Banaswadi,1184.0,2.0,53.0,2
748,Banaswadi,1145.0,2.0,55.0,2
749,Banaswadi,1250.0,2.0,60.0,2
750,Banaswadi,1365.0,2.0,73.0,2
751,Banaswadi,1903.0,6.0,140.0,5
752,Banaswadi,1222.0,2.0,80.0,2
753,Banaswadi,870.0,2.0,38.0,2
754,Banaswadi,1200.0,2.0,60.0,2
756,Banaswadi,527.0,1.0,35.0,1
757,Banaswadi,1340.0,2.0,73.0,2
758,Banaswadi,1008.0,2.0,52.0,2
759,Banaswadi,1105.0,2.0,57.0,2
760,Bannerghatta,3012.0,6.0,250.0,4
761,Bannerghatta,1665.0,3.0,110.0,3
762,Bannerghatta,2370.0,4.0,195.0,3
763,Bannerghatta,1100.0,2.0,66.0,2
764,Bannerghatta,2895.5,2.0,246.0,4
765,Bannerghatta,1113.0,2.0,70.0,2
766,Bannerghatta,1200.0,2.0,73.2,2
767,Bannerghatta,1070.0,2.0,87.0,2
768,Bannerghatta,1776.0,3.0,124.0,3
769,Bannerghatta,1776.0,3.0,150.0,3
770,Bannerghatta Road,500.0,1.0,18.5,1
771,Bannerghatta Road,1050.0,2.0,65.0,2
772,Bannerghatta Road,1170.0,2.0,66.0,3
773,Bannerghatta Road,595.0,1.0,33.32,1
774,Bannerghatta Road,1445.0,3.0,95.0,3
775,Bannerghatta Road,1640.0,2.0,120.0,3
777,Bannerghatta Road,1460.0,2.0,90.0,3
779,Bannerghatta Road,1179.0,2.0,66.02,2
780,Bannerghatta Road,1122.5,2.0,58.935,2
781,Bannerghatta Road,793.0,2.0,45.0,2
783,Bannerghatta Road,1400.0,2.0,78.0,2
785,Bannerghatta Road,1215.0,2.0,50.0,2
786,Bannerghatta Road,1654.0,3.0,100.0,3
787,Bannerghatta Road,1181.0,2.0,55.0,2
789,Bannerghatta Road,1200.0,2.0,75.0,2
791,Bannerghatta Road,595.0,1.0,31.83,1
792,Bannerghatta Road,1105.0,2.0,51.0,2
793,Bannerghatta Road,1255.0,2.0,65.26,2
795,Bannerghatta Road,1550.0,3.0,82.0,3
797,Bannerghatta Road,1650.0,3.0,122.0,3
798,Bannerghatta Road,912.0,2.0,55.0,2
799,Bannerghatta Road,1218.0,2.0,73.0,2
801,Bannerghatta Road,1115.0,2.0,65.12,2
803,Bannerghatta Road,1893.0,3.0,100.0,3
804,Bannerghatta Road,1600.0,3.0,95.0,3
805,Bannerghatta Road,1275.0,2.0,65.0,2
806,Bannerghatta Road,892.0,2.0,39.0,2
808,Bannerghatta Road,1260.0,2.0,70.0,2
810,Bannerghatta Road,1157.0,2.0,40.0,2
811,Bannerghatta Road,1150.0,2.0,65.0,2
813,Bannerghatta Road,1100.0,2.0,39.0,2
815,Bannerghatta Road,1725.0,3.0,110.0,3
816,Bannerghatta Road,1850.0,6.0,150.0,6
818,Bannerghatta Road,950.0,2.0,38.0,2
819,Bannerghatta Road,1220.0,2.0,80.0,2
820,Bannerghatta Road,1130.0,2.0,78.0,2
822,Bannerghatta Road,1486.0,3.0,83.22,3
824,Bannerghatta Road,1015.0,2.0,48.0,2
825,Bannerghatta Road,1115.0,2.0,61.0,2
826,Bannerghatta Road,1136.0,2.0,48.0,2
827,Bannerghatta Road,2700.0,4.0,260.0,4
828,Bannerghatta Road,1200.0,2.0,69.0,3
829,Bannerghatta Road,1465.0,2.0,76.0,3
830,Bannerghatta Road,1302.5,2.0,67.73,2
831,Bannerghatta Road,1200.0,2.0,65.0,2
832,Bannerghatta Road,1240.0,2.0,65.0,2
833,Bannerghatta Road,1476.0,3.0,125.0,3
835,Bannerghatta Road,1532.5,3.0,84.29,3
837,Bannerghatta Road,1268.0,2.0,69.0,2
838,Bannerghatta Road,1450.0,2.0,87.0,3
839,Bannerghatta Road,2932.0,5.0,195.0,4
842,Bannerghatta Road,960.0,2.0,58.0,2
843,Bannerghatta Road,1750.0,3.0,130.0,3
844,Bannerghatta Road,1275.0,2.0,73.0,2
846,Bannerghatta Road,1240.0,2.0,71.0,2
848,Bannerghatta Road,1215.0,2.0,68.0,2
849,Bannerghatta Road,1215.0,2.0,68.0,2
850,Bannerghatta Road,1894.0,3.0,115.0,3
852,Bannerghatta Road,1693.0,3.0,89.0,3
853,Bannerghatta Road,1280.0,2.0,60.16,2
855,Bannerghatta Road,630.0,1.0,35.0,1
856,Bannerghatta Road,1215.0,2.0,68.0,2
857,Bannerghatta Road,1365.0,3.0,76.18,3
858,Bannerghatta Road,1115.0,2.0,78.0,2
859,Bannerghatta Road,1532.5,3.0,79.465,3
861,Bannerghatta Road,1655.0,3.0,90.0,3
862,Bannerghatta Road,1247.0,2.0,47.39,2
863,Bannerghatta Road,1237.5,2.0,49.49,2
864,Bannerghatta Road,1650.0,3.0,94.0,3
865,Bannerghatta Road,905.0,2.0,65.0,2
866,Bannerghatta Road,1000.0,2.0,50.0,2
867,Bannerghatta Road,2185.0,3.0,120.0,4
868,Bannerghatta Road,1012.0,2.0,45.0,2
870,Bannerghatta Road,1460.0,2.0,80.0,3
871,Bannerghatta Road,1340.0,2.0,85.0,2
872,Bannerghatta Road,1711.0,3.0,125.0,3
873,Bannerghatta Road,1520.0,2.0,81.0,3
874,Bannerghatta Road,2826.0,3.0,148.0,3
875,Bannerghatta Road,1115.0,2.0,61.0,2
876,Bannerghatta Road,1154.0,2.0,47.0,2
877,Bannerghatta Road,1000.0,2.0,44.5,2
878,Bannerghatta Road,1250.0,2.0,48.0,2
879,Bannerghatta Road,1640.0,3.0,105.0,3
881,Bannerghatta Road,1012.0,2.0,44.0,2
882,Bannerghatta Road,1527.0,3.0,115.0,3
885,Bannerghatta Road,1550.0,3.0,96.0,3
886,Bannerghatta Road,1200.0,2.0,78.0,2
887,Bannerghatta Road,1885.0,3.0,125.0,3
889,Bannerghatta Road,1450.0,2.0,78.0,3
890,Bannerghatta Road,700.0,1.0,31.2,1
893,Bannerghatta Road,905.0,2.0,58.0,2
895,Bannerghatta Road,1920.0,3.0,122.0,3
896,Bannerghatta Road,2400.0,4.0,180.0,4
898,Bannerghatta Road,1270.0,2.0,45.0,2
899,Bannerghatta Road,1520.0,2.0,80.0,3
900,Bannerghatta Road,1270.0,2.0,73.0,3
901,Bannerghatta Road,1846.0,3.0,120.0,3
903,Bannerghatta Road,1122.5,2.0,61.74,2
904,Bannerghatta Road,1655.0,3.0,95.0,3
905,Bannerghatta Road,1206.0,2.0,53.0,2
906,Bannerghatta Road,1150.0,2.0,55.0,2
907,Bannerghatta Road,1215.0,2.0,65.0,2
908,Bannerghatta Road,1510.0,2.0,110.0,3
909,Bannerghatta Road,1022.0,2.0,35.0,2
910,Bannerghatta Road,1246.0,2.0,47.35,2
911,Bannerghatta Road,1470.0,2.0,85.0,3
912,Bannerghatta Road,1160.0,2.0,45.0,2
913,Bannerghatta Road,970.0,2.0,57.0,2
914,Bannerghatta Road,1527.0,3.0,142.0,3
915,Basavangudi,1125.0,4.0,180.0,4
917,Basavangudi,2337.0,4.0,292.0,3
918,Basavangudi,2350.0,3.0,300.0,3
919,Basavangudi,1500.0,2.0,143.0,3
921,Basavangudi,600.0,1.0,97.5,1
922,Basavangudi,2150.0,3.0,265.0,3
923,Basavangudi,1036.0,2.0,105.0,2
926,Basavangudi,2300.0,3.0,317.0,3
927,Basavangudi,1600.0,2.0,160.0,3
928,Basavangudi,1560.0,2.0,145.0,2
929,Basavangudi,1825.0,3.0,175.0,3
930,Basavangudi,1800.0,3.0,195.0,3
931,Basavangudi,1100.0,2.0,93.0,2
932,Basavangudi,670.0,1.0,50.0,1
934,Basavangudi,1050.0,2.0,103.0,2
935,Basavangudi,1350.0,2.0,130.0,3
936,Basavangudi,1485.0,3.0,140.0,3
937,Basavangudi,1180.0,2.0,124.0,2
939,Basavangudi,1200.0,2.0,120.0,2
941,Basavangudi,1230.0,2.0,80.0,2
942,Basavangudi,2350.0,3.0,300.0,3
943,Basavangudi,2453.0,3.0,250.0,4
945,Basaveshwara Nagar,4500.0,5.0,415.0,5
946,Basaveshwara Nagar,1865.0,3.0,145.0,3
947,Basaveshwara Nagar,1200.0,2.0,90.0,2
948,Basaveshwara Nagar,2400.0,4.0,310.0,5
949,Basaveshwara Nagar,1200.0,2.0,80.0,2
950,Basaveshwara Nagar,900.0,2.0,60.0,2
951,Basaveshwara Nagar,1900.0,3.0,150.0,3
952,Basaveshwara Nagar,1200.0,2.0,85.0,2
953,Basaveshwara Nagar,1200.0,2.0,70.0,2
954,Battarahalli,1200.0,2.0,65.0,2
955,Battarahalli,1779.0,3.0,89.61,3
956,Battarahalli,1300.0,2.0,50.0,2
957,Battarahalli,1945.0,3.0,97.42,3
958,Battarahalli,1777.0,3.0,100.0,3
959,Battarahalli,1135.0,2.0,43.0,2
960,Battarahalli,1276.0,2.0,45.0,2
961,Battarahalli,1880.0,3.0,94.36,3
962,Battarahalli,1071.0,2.0,62.0,2
963,Battarahalli,1165.0,2.0,43.0,2
964,Battarahalli,1636.0,2.0,82.89,2
965,Battarahalli,1779.0,3.0,90.0,3
967,Battarahalli,1090.0,2.0,38.37,2
968,Battarahalli,2082.0,3.0,104.0,3
969,Battarahalli,1590.0,2.0,102.0,2
970,Battarahalli,2024.0,3.0,103.0,3
971,Battarahalli,1097.0,2.0,49.0,2
973,Begur,1419.0,2.0,59.0,3
974,Begur,1580.0,3.0,75.0,3
975,Begur,1559.0,3.0,63.0,3
976,Begur,1445.0,2.0,47.1,3
977,Begur,1475.0,2.0,74.0,3
978,Begur,3500.0,4.0,185.0,3
979,Begur,1100.0,2.0,55.0,2
980,Begur,1306.0,2.0,65.0,2
981,Begur,1304.0,3.0,65.0,3
982,Begur,1411.0,2.0,60.0,3
983,Begur,815.0,2.0,40.0,2
984,Begur,1443.0,2.0,70.0,3
985,Begur Road,1200.0,2.0,44.0,2
986,Begur Road,1200.0,2.0,46.8,2
987,Begur Road,1160.0,2.0,44.0,2
988,Begur Road,1584.0,3.0,65.0,3
990,Begur Road,1615.0,3.0,59.76,3
991,Begur Road,1200.0,2.0,43.2,2
992,Begur Road,1160.0,2.0,44.08,2
993,Begur Road,1200.0,2.0,45.0,2
994,Begur Road,1615.0,3.0,60.0,3
995,Begur Road,1410.0,2.0,53.0,3
996,Begur Road,1200.0,2.0,37.8,2
997,Begur Road,1160.0,2.0,40.59,2
998,Begur Road,1260.0,2.0,46.62,2
999,Begur Road,1600.0,3.0,58.14,3
1001,Begur Road,1500.0,2.0,70.0,3
1002,Begur Road,1160.0,2.0,42.0,2
1003,Begur Road,1240.0,2.0,39.06,2
1004,Begur Road,1200.0,2.0,45.0,2
1005,Begur Road,1500.0,2.0,55.0,3
1006,Begur Road,1410.0,2.0,52.17,3
1008,Begur Road,1583.0,3.0,74.4,3
1009,Begur Road,1170.0,2.0,46.0,2
1010,Begur Road,1160.0,2.0,42.92,2
1011,Begur Road,1410.0,2.0,52.17,3
1013,Begur Road,1565.0,2.0,59.76,3
1014,Begur Road,1160.0,2.0,42.0,2
1016,Begur Road,1410.0,2.0,53.58,3
1017,Begur Road,1200.0,2.0,45.0,2
1018,Begur Road,1200.0,2.0,42.6,2
1019,Begur Road,1160.0,2.0,42.0,2
1020,Begur Road,1334.0,2.0,42.69,2
1021,Begur Road,1565.0,2.0,57.91,3
1022,Begur Road,1200.0,2.0,45.6,2
1023,Begur Road,1215.0,2.0,43.13,2
1024,Begur Road,1160.0,2.0,36.54,2
1026,Begur Road,1200.0,2.0,44.4,2
1028,Begur Road,1260.0,2.0,39.69,2
1029,Begur Road,2464.5,6.0,118.0,4
1030,Begur Road,1160.0,2.0,44.0,2
1032,Begur Road,952.0,2.0,42.0,2
1035,Begur Road,1200.0,2.0,42.0,2
1036,Begur Road,1240.0,2.0,45.88,2
1037,Begur Road,1200.0,3.0,50.0,3
1039,Begur Road,1200.0,2.0,44.0,2
1041,Begur Road,1100.0,2.0,42.6,2
1042,Begur Road,1565.0,2.0,57.91,3
1043,Begur Road,1200.0,2.0,44.4,2
1044,Begur Road,1160.0,2.0,36.54,2
1045,Begur Road,1215.0,2.0,43.75,2
1046,Begur Road,1200.0,2.0,44.73,2
1047,Begur Road,1160.0,2.0,42.0,2
1048,Begur Road,1410.0,2.0,54.99,3
1049,Bellandur,1767.0,3.0,103.0,3
1050,Bellandur,1205.0,2.0,66.0,2
1051,Bellandur,1250.0,2.0,76.0,2
1052,Bellandur,1000.0,2.0,50.0,2
1053,Bellandur,1281.0,2.0,74.0,2
1054,Bellandur,921.0,2.0,40.0,2
1056,Bellandur,1490.0,2.0,98.0,3
1058,Bellandur,2039.0,3.0,168.0,3
1059,Bellandur,1605.0,3.0,85.0,3
1060,Bellandur,1692.0,3.0,88.0,3
1061,Bellandur,1220.0,2.0,60.0,2
1062,Bellandur,1299.0,2.0,82.0,2
1063,Bellandur,900.0,2.0,56.0,2
1064,Bellandur,1350.0,2.0,79.0,2
1065,Bellandur,1286.0,2.0,57.0,2
1066,Bellandur,3016.0,4.0,230.0,4
1067,Bellandur,1457.0,2.0,85.0,2
1068,Bellandur,1195.0,2.0,51.0,2
1069,Bellandur,1050.0,2.0,72.0,2
1070,Bellandur,3600.0,4.0,260.0,4
1071,Bellandur,1310.0,2.0,72.0,2
1072,Bellandur,924.0,2.0,35.11,2
1073,Bellandur,1785.0,3.0,118.0,3
1074,Bellandur,1051.0,2.0,60.0,2
1076,Bellandur,1060.0,2.0,65.0,2
1077,Bellandur,1100.0,2.0,62.0,2
1078,Bellandur,1550.0,2.0,59.0,2
1079,Bellandur,924.0,2.0,35.11,2
1081,Bellandur,1685.0,3.0,100.0,3
1082,Bellandur,982.0,2.0,55.0,2
1083,Bellandur,981.0,2.0,37.28,2
1084,Bellandur,1205.0,2.0,59.0,2
1085,Bellandur,1063.0,2.0,58.0,2
1086,Bellandur,1201.0,2.0,59.99,2
1087,Bellandur,1325.0,2.0,65.0,2
1088,Bellandur,1281.0,2.0,87.0,2
1090,Bellandur,1200.0,2.0,52.0,2
1091,Bellandur,1785.0,3.0,120.0,3
1092,Bellandur,1088.0,2.0,48.0,2
1093,Bellandur,1310.0,2.0,85.0,2
1094,Bellandur,982.0,2.0,37.28,2
1095,Bellandur,1465.0,3.0,90.0,2
1096,Bellandur,1767.0,3.0,109.0,3
1097,Bellandur,924.0,2.0,35.11,2
1098,Bellandur,3600.0,4.0,245.0,4
1099,Bellandur,1170.0,2.0,46.79,2
1100,Bellandur,1150.0,2.0,69.44,2
1101,Bellandur,1200.0,2.0,45.0,2
1103,Bellandur,1410.0,3.0,92.0,2
1104,Bellandur,950.0,2.0,35.0,2
1105,Bellandur,1015.0,2.0,60.0,2
1107,Bellandur,1685.0,3.0,101.0,3
1108,Bellandur,1735.0,3.0,105.0,3
1109,Bellandur,1685.0,3.0,115.0,3
1110,Bellandur,1846.0,3.0,135.0,3
1111,Bellandur,1049.0,2.0,51.0,2
1113,Bellandur,1211.0,2.0,63.0,2
1114,Bellandur,1717.0,3.0,110.0,3
1116,Bellandur,1185.0,2.0,47.39,2
1117,Bellandur,1200.0,2.0,62.0,2
1121,Bellandur,1251.0,2.0,47.0,2
1123,Bellandur,960.0,2.0,48.0,2
1124,Bellandur,1690.0,2.0,116.0,3
1125,Bellandur,950.0,1.0,40.0,1
1126,Bellandur,850.0,2.0,45.0,2
1127,Bellandur,1454.0,2.0,90.0,2
1129,Bellandur,1195.0,2.0,52.0,2
1130,Bellandur,1435.0,2.0,115.0,3
1132,Bellandur,1260.0,2.0,83.5,2
1133,Bellandur,1535.0,3.0,90.0,3
1134,Bellandur,1047.0,2.0,75.0,2
1135,Bellandur,1096.0,2.0,40.0,2
1136,Bellandur,1262.0,2.0,47.0,2
1137,Benson Town,3200.0,4.0,350.0,3
1138,Benson Town,4460.0,5.0,650.0,4
1139,Benson Town,2850.0,4.0,470.0,3
1140,Benson Town,1300.0,2.0,120.0,2
1141,Benson Town,1567.0,3.0,140.0,2
1142,Benson Town,3633.0,6.0,550.0,4
1143,Benson Town,1688.12,2.0,270.0,2
1144,Benson Town,1805.0,3.0,280.0,3
1145,Benson Town,1688.0,2.0,280.0,2
1146,Bhoganhalli,1670.0,3.0,99.0,3
1149,Bhoganhalli,1444.0,2.0,75.97,2
1150,Bhoganhalli,1447.0,2.0,75.97,2
1151,Bhoganhalli,1700.0,3.0,126.0,3
1152,Bhoganhalli,1447.0,2.0,75.97,2
1157,Bhoganhalli,1760.0,3.0,127.0,3
1159,Bhoganhalli,1447.0,2.0,75.97,2
1160,Bhoganhalli,1949.0,3.0,129.0,3
1161,Bhoganhalli,1760.0,3.0,128.0,3
1162,Bhoganhalli,1447.0,2.0,75.97,2
1163,Bhoganhalli,2439.0,4.0,185.0,4
1167,Bhoganhalli,1444.0,2.0,75.97,2
1168,Bhoganhalli,1205.0,2.0,64.47,2
1169,Bhoganhalli,1447.0,2.0,75.97,2
1170,Bhoganhalli,2439.0,5.0,170.0,4
1172,Bhoganhalli,1205.0,2.0,68.32,2
1173,Bhoganhalli,1260.0,2.0,69.9,2
1174,Bhoganhalli,2439.0,4.0,170.0,4
1175,Bhoganhalli,1707.0,3.0,115.0,3
1177,Bhoganhalli,970.0,2.0,52.5,2
1179,Bhoganhalli,1277.0,2.0,79.89,2
1181,Bhoganhalli,1703.0,3.0,120.0,3
1183,Billekahalli,1125.0,2.0,62.0,2
1185,Billekahalli,1090.0,2.0,52.0,2
1186,Billekahalli,1112.0,2.0,62.0,2
1187,Billekahalli,2400.0,3.0,150.0,3
1188,Billekahalli,2968.0,3.0,225.0,3
1189,Billekahalli,950.0,2.0,58.11,2
1190,Billekahalli,1360.0,2.0,110.0,2
1191,Billekahalli,1125.0,2.0,65.0,2
1192,Billekahalli,950.0,2.0,56.0,2
1194,Billekahalli,1805.0,3.0,134.0,3
1195,Binny Pete,1755.0,3.0,122.0,3
1196,Binny Pete,665.0,1.0,50.75,1
1197,Binny Pete,2465.0,5.0,234.0,3
1199,Binny Pete,1245.0,2.0,86.28,2
1200,Binny Pete,660.0,1.0,54.0,1
1201,Binny Pete,665.0,1.0,46.08,1
1202,Binny Pete,660.0,1.0,62.0,1
1203,Binny Pete,1365.0,2.0,122.0,2
1204,Binny Pete,2940.0,6.0,280.0,4
1205,Binny Pete,1795.0,3.0,139.0,3
1206,Binny Pete,1740.0,3.0,150.0,3
1207,Binny Pete,1970.0,3.0,164.0,3
1208,Binny Pete,1516.0,3.0,147.0,3
1209,Bisuvanahalli,1180.0,3.0,48.0,3
1211,Bisuvanahalli,1075.0,2.0,46.0,3
1214,Bisuvanahalli,1075.0,2.0,45.0,3
1216,Bisuvanahalli,845.0,2.0,33.0,2
1217,Bisuvanahalli,1075.0,2.0,45.0,3
1218,Bisuvanahalli,845.0,2.0,37.0,2
1221,Bisuvanahalli,845.0,2.0,29.0,2
1222,Bisuvanahalli,1075.0,2.0,47.0,3
1223,Bisuvanahalli,850.0,1.0,32.0,2
1224,Bisuvanahalli,1075.0,2.0,50.0,3
1225,Bisuvanahalli,1075.0,2.0,52.0,3
1228,Bisuvanahalli,845.0,2.0,37.0,2
1229,Bisuvanahalli,1075.0,2.0,43.0,3
1230,Bisuvanahalli,700.0,1.0,32.0,2
1231,Bisuvanahalli,1075.0,2.0,52.0,3
1232,Bisuvanahalli,1075.0,2.0,50.0,3
1234,Bisuvanahalli,845.0,2.0,33.0,2
1235,Bisuvanahalli,945.0,2.0,33.0,2
1236,Bisuvanahalli,845.0,2.0,30.0,2
1238,Bisuvanahalli,873.0,2.0,40.0,3
1240,Bisuvanahalli,1075.0,2.0,43.0,3
1241,Bisuvanahalli,1080.0,2.0,45.0,3
1242,Bisuvanahalli,1180.0,2.0,55.5,3
1243,Bisuvanahalli,1075.0,2.0,47.0,3
1244,Bisuvanahalli,1075.0,2.0,48.0,3
1246,Bisuvanahalli,1075.0,2.0,45.0,3
1247,Bisuvanahalli,1075.0,2.0,44.0,3
1249,Bisuvanahalli,845.0,2.0,32.0,2
1251,Bisuvanahalli,845.0,2.0,34.0,2
1252,Bommanahalli,3000.0,8.0,140.0,8
1253,Bommanahalli,520.0,1.0,19.5,1
1254,Bommanahalli,515.0,1.0,25.0,1
1255,Bommanahalli,1090.0,3.0,44.0,2
1258,Bommanahalli,1850.0,3.0,90.0,3
1259,Bommanahalli,910.0,2.0,45.0,2
1260,Bommanahalli,1050.0,2.0,46.0,2
1261,Bommanahalli,1100.0,1.0,55.0,2
1263,Bommanahalli,1350.0,2.0,72.0,2
1264,Bommanahalli,2100.0,4.0,85.0,4
1265,Bommanahalli,1307.0,2.0,50.0,2
1266,Bommanahalli,1091.0,2.0,40.0,2
1267,Bommanahalli,1160.0,2.0,53.0,2
1268,Bommanahalli,1050.0,2.0,54.0,2
1269,Bommasandra,1260.0,3.0,49.36,3
1270,Bommasandra,1060.0,2.0,26.5,2
1271,Bommasandra,1126.0,2.0,28.15,2
1272,Bommasandra,1200.0,3.0,46.0,3
1273,Bommasandra,1035.0,2.0,41.0,2
1274,Bommasandra,1035.0,2.0,41.73,2
1275,Bommasandra,1034.0,2.0,40.0,2
1276,Bommasandra,877.0,2.0,30.0,2
1277,Bommasandra,1447.0,3.0,80.0,3
1278,Bommasandra,920.0,2.0,37.46,2
1279,Bommasandra,1035.0,2.0,41.43,2
1280,Bommasandra,902.0,2.0,49.0,2
1281,Bommasandra,1295.0,2.0,50.28,3
1283,Bommasandra,1015.0,2.0,40.0,2
1284,Bommasandra,1000.0,2.0,35.0,2
1285,Bommasandra,955.0,2.0,35.28,2
1286,Bommasandra,1005.0,2.0,39.77,2
1287,Bommasandra,1014.0,2.0,35.0,2
1288,Bommasandra,1020.0,2.0,40.89,2
1289,Bommasandra,920.0,2.0,37.2,2
1290,Bommasandra,800.0,1.0,32.0,2
1291,Bommasandra,1280.0,3.0,50.0,3
1292,Bommasandra,1942.0,3.0,90.0,3
1293,Bommasandra,1127.0,2.0,45.0,2
1295,Bommasandra,877.0,2.0,29.0,2
1296,Bommasandra,1365.0,3.0,52.81,3
1297,Bommasandra,842.0,2.0,30.0,2
1298,Bommasandra,1260.0,3.0,49.36,3
1299,Bommasandra,1365.0,3.0,52.82,3
1300,Bommasandra,955.0,2.0,37.97,2
1301,Bommasandra,1089.0,2.0,40.0,2
1302,Bommasandra,950.0,2.0,25.0,2
